destination_master_id,enrichment_version,enrichment_pass_date,enrichment_method,origin_fit_ccu,origin_fit_ccu_basis,origin_fit_ccu_confidence,origin_fit_ixr,origin_fit_ixr_basis,origin_fit_ixr_confidence,infant_suitability_score,infant_suitability_band,family_suitability_band,senior_suitability_band,couple_suitability_band,suitability_basis,travel_fatigue_band,travel_fatigue_drivers,transfer_complexity_hint,planning_complexity_band,planning_complexity_drivers,permit_or_visa_hint,medical_access_confidence,medical_access_basis,pediatric_access_confidence,season_window,monsoon_caution,heat_caution,winter_road_caution,altitude_caution,weather_basis,resort_family_density,accommodation_breadth,derived_access_complexity,derived_caution_tags,verification_status,planner_use_status,source_confidence,enrichment_notes
DST2-000240,v1.0,2026-05-18,heuristic_v1,weak,West India is outside Kolkata regular catchment,medium,weak,West India is outside Ranchi regular catchment,medium,40,low_medium,medium,medium,medium,access=moderate; medical=medium; cautions=heat,medium,multi_leg,simple,low,,,medium,town/secondary-city tier; district-level care assumed,medium,Oct-Mar (verify_current_year),none,check,none,none,heat:check,medium,moderate,moderate,heat_check,enriched_unverified,needs_verification,low,queued_for_batch_M: infant_score=40 requires medical-access verification before treating as decision-grade
DST2-000241,v1.0,2026-05-18,heuristic_v1,weak,West India is outside Kolkata regular catchment,medium,weak,West India is outside Ranchi regular catchment,medium,70,medium,medium,medium,medium,access=easy; medical=high; cautions=heat,low,multi_leg,simple,low,,,high,major-city tier; tertiary care assumed available,high,Oct-Mar (verify_current_year),none,check,none,none,heat:check,medium,broad,easy,heat_check,enriched_unverified,needs_verification,low,queued_for_batch_S: all four suitability bands identical (heuristic flattening risk)
DST2-000242,v1.0,2026-05-18,heuristic_v1,weak,West India is outside Kolkata regular catchment,medium,weak,West India is outside Ranchi regular catchment,medium,20,low,medium,medium,medium,"access=moderate; medical=low; cautions=heat,infant_food_access",medium,multi_leg,simple,low,,,low,remote/small-settlement tier; medical access limited,low,Oct-Mar (verify_current_year),none,check,none,none,heat:check,low,narrow,moderate,heat_check;infant_food_access_check,enriched_unverified,needs_verification,low,queued_for_batch_M: infant_score=20 requires medical-access verification before treating as decision-grade
DST2-000243,v1.0,2026-05-18,heuristic_v1,weak,West India is outside Kolkata regular catchment,medium,weak,West India is outside Ranchi regular catchment,medium,70,medium,medium,medium,medium,access=easy; medical=high; cautions=heat,low,multi_leg,simple,low,,,high,major-city tier; tertiary care assumed available,high,Oct-Mar (verify_current_year),none,check,none,none,heat:check,medium,broad,easy,heat_check,enriched_unverified,needs_verification,low,queued_for_batch_S: all four suitability bands identical (heuristic flattening risk)
DST2-000244,v1.0,2026-05-18,heuristic_v1,weak,West India is outside Kolkata regular catchment,medium,weak,West India is outside Ranchi regular catchment,medium,70,medium,medium,medium,medium,access=easy; medical=high; cautions=heat,low,multi_leg,simple,low,,,high,major-city tier; tertiary care assumed available,high,Oct-Mar (verify_current_year),none,check,none,none,heat:check,medium,broad,easy,heat_check,enriched_unverified,needs_verification,low,queued_for_batch_S: all four suitability bands identical (heuristic flattening risk)
DST2-000245,v1.0,2026-05-18,heuristic_v1,weak,West India is outside Kolkata regular catchment,medium,weak,West India is outside Ranchi regular catchment,medium,65,medium,medium,medium,medium,"access=easy; medical=high; cautions=heat,monsoon",low,multi_leg,simple,medium,seasonal_closure,,high,major-city tier; tertiary care assumed available,high,Oct-Mar (verify_current_year),check,check,none,none,monsoon:check;heat:check,medium,broad,easy,heat_check;monsoon_check,enriched_unverified,needs_verification,low,queued_for_batch_S: all four suitability bands identical (heuristic flattening risk)
DST2-000246,v1.0,2026-05-18,heuristic_v1,weak,West India is outside Kolkata regular catchment,medium,weak,West India is outside Ranchi regular catchment,medium,35,low_medium,medium,medium,medium,"access=moderate; medical=unknown; cautions=heat,monsoon",medium,multi_leg,simple,medium,seasonal_closure,,unknown,heuristic insufficient; manual review required,unknown,Oct-Mar (verify_current_year),check,check,none,none,monsoon:check;heat:check,high,broad,moderate,heat_check;monsoon_check,enriched_unverified,needs_verification,low,queued_for_batch_M: heuristic insufficient; manual review required
DST2-000247,v1.0,2026-05-18,heuristic_v1,weak,West India is outside Kolkata regular catchment,medium,weak,West India is outside Ranchi regular catchment,medium,35,low_medium,medium,medium,medium,"access=moderate; medical=unknown; cautions=heat,monsoon",medium,multi_leg,simple,medium,seasonal_closure,,unknown,heuristic insufficient; manual review required,unknown,Oct-Mar (verify_current_year),check,check,none,none,monsoon:check;heat:check,high,broad,moderate,heat_check;monsoon_check,enriched_unverified,needs_verification,low,queued_for_batch_M: heuristic insufficient; manual review required
DST2-000248,v1.0,2026-05-18,heuristic_v1,weak,West India is outside Kolkata regular catchment,medium,weak,West India is outside Ranchi regular catchment,medium,15,low,medium,medium,medium,"access=moderate; medical=low; cautions=heat,infant_food_access,monsoon",medium,multi_leg,simple,medium,seasonal_closure,,low,remote/small-settlement tier; medical access limited,low,Oct-Mar (verify_current_year),check,check,none,none,monsoon:check;heat:check,low,narrow,moderate,heat_check;infant_food_access_check;monsoon_check,enriched_unverified,needs_verification,low,queued_for_batch_M: infant_score=15 requires medical-access verification before treating as decision-grade
DST2-000249,v1.0,2026-05-18,heuristic_v1,weak,South India is outside Kolkata regular catchment,medium,weak,South India is outside Ranchi regular catchment,medium,45,low_medium,medium,medium,medium,access=moderate; medical=unknown; cautions=monsoon,medium,multi_leg,simple,medium,seasonal_closure,,unknown,heuristic insufficient; manual review required,unknown,Oct-Mar (verify_current_year),check,none,none,none,monsoon:check,unknown,moderate,moderate,monsoon_check,enriched_unverified,needs_verification,low,queued_for_batch_S: infant_score=45 at low_medium/medium boundary | queued_for_batch_M: heuristic insufficient; manual review required
DST2-000250,v1.0,2026-05-18,heuristic_v1,weak,South India is outside Kolkata regular catchment,medium,weak,South India is outside Ranchi regular catchment,medium,25,low,medium,medium,medium,"access=moderate; medical=low; cautions=infant_food_access,monsoon",medium,multi_leg,simple,medium,seasonal_closure,,low,remote/small-settlement tier; medical access limited,low,Oct-Mar (verify_current_year),check,none,none,none,monsoon:check,low,narrow,moderate,infant_food_access_check;monsoon_check,enriched_unverified,needs_verification,low,queued_for_batch_M: infant_score=25 requires medical-access verification before treating as decision-grade
DST2-000251,v1.0,2026-05-18,heuristic_v1,weak,South India is outside Kolkata regular catchment,medium,weak,South India is outside Ranchi regular catchment,medium,25,low,medium,medium,medium,"access=moderate; medical=low; cautions=infant_food_access,monsoon",medium,multi_leg,simple,medium,seasonal_closure,,low,remote/small-settlement tier; medical access limited,low,Oct-Mar (verify_current_year),check,none,none,none,monsoon:check,low,narrow,moderate,infant_food_access_check;monsoon_check,enriched_unverified,needs_verification,low,queued_for_batch_M: infant_score=25 requires medical-access verification before treating as decision-grade
DST2-000252,v1.0,2026-05-18,heuristic_v1,weak,South India is outside Kolkata regular catchment,medium,weak,South India is outside Ranchi regular catchment,medium,25,low,medium,medium,medium,"access=moderate; medical=low; cautions=infant_food_access,monsoon",medium,multi_leg,simple,medium,seasonal_closure,,low,remote/small-settlement tier; medical access limited,low,Oct-Mar (verify_current_year),check,none,none,none,monsoon:check,low,narrow,moderate,infant_food_access_check;monsoon_check,enriched_unverified,needs_verification,low,queued_for_batch_M: infant_score=25 requires medical-access verification before treating as decision-grade
DST2-000253,v1.0,2026-05-18,heuristic_v1,weak,South India is outside Kolkata regular catchment,medium,weak,South India is outside Ranchi regular catchment,medium,15,low,medium,medium,medium,"access=moderate; medical=low; cautions=infant_food_access,monsoon",medium,multi_leg,simple,medium,seasonal_closure;booking_lead_time,,low,remote/small-settlement tier; medical access limited,low,Oct-Mar (verify_current_year),check,none,none,none,monsoon:check,unknown,moderate,moderate,infant_food_access_check;monsoon_check,enriched_unverified,needs_verification,low,queued_for_batch_M: infant_score=15 requires medical-access verification before treating as decision-grade
DST2-000254,v1.0,2026-05-18,heuristic_v1,weak,South India is outside Kolkata regular catchment,medium,weak,South India is outside Ranchi regular catchment,medium,15,low,medium,medium,medium,"access=moderate; medical=low; cautions=infant_food_access,monsoon",medium,multi_leg,simple,medium,seasonal_closure;booking_lead_time,,low,remote/small-settlement tier; medical access limited,low,Oct-Mar (verify_current_year),check,none,none,none,monsoon:check,unknown,moderate,moderate,infant_food_access_check;monsoon_check,enriched_unverified,needs_verification,low,queued_for_batch_M: infant_score=15 requires medical-access verification before treating as decision-grade
DST2-000255,v1.0,2026-05-18,heuristic_v1,weak,South India is outside Kolkata regular catchment,medium,weak,South India is outside Ranchi regular catchment,medium,15,low,medium,medium,medium,"access=moderate; medical=low; cautions=infant_food_access,monsoon",medium,multi_leg,simple,medium,seasonal_closure;booking_lead_time,,low,remote/small-settlement tier; medical access limited,low,Oct-Mar (verify_current_year),check,none,none,none,monsoon:check,high,broad,moderate,infant_food_access_check;monsoon_check,enriched_unverified,needs_verification,low,queued_for_batch_M: infant_score=15 requires medical-access verification before treating as decision-grade
DST2-000256,v1.0,2026-05-18,heuristic_v1,weak,South India is outside Kolkata regular catchment,medium,weak,South India is outside Ranchi regular catchment,medium,45,low_medium,medium,medium,medium,access=moderate; medical=unknown; cautions=monsoon,medium,multi_leg,simple,medium,seasonal_closure,,unknown,heuristic insufficient; manual review required,unknown,Oct-Mar (verify_current_year),check,none,none,none,monsoon:check,medium,moderate,moderate,monsoon_check,enriched_unverified,needs_verification,low,queued_for_batch_S: infant_score=45 at low_medium/medium boundary | queued_for_batch_M: heuristic insufficient; manual review required
DST2-000257,v1.0,2026-05-18,heuristic_v1,weak,South India is outside Kolkata regular catchment,medium,weak,South India is outside Ranchi regular catchment,medium,45,low_medium,medium,medium,medium,access=moderate; medical=medium; cautions=monsoon,medium,multi_leg,simple,medium,seasonal_closure,,medium,town/secondary-city tier; district-level care assumed,medium,Oct-Mar (verify_current_year),check,none,none,none,monsoon:check,medium,moderate,moderate,monsoon_check,enriched_unverified,needs_verification,low,queued_for_batch_S: infant_score=45 at low_medium/medium boundary | queued_for_batch_M: infant_score=45 requires medical-access verification before treating as decision-grade
DST2-000258,v1.0,2026-05-18,heuristic_v1,weak,South India is outside Kolkata regular catchment,medium,weak,South India is outside Ranchi regular catchment,medium,40,low_medium,medium,medium,low_medium,"access=moderate; medical=medium; cautions=crowd,monsoon",medium,multi_leg,simple,medium,seasonal_closure,,medium,town/secondary-city tier; district-level care assumed,medium,Oct-Mar (verify_current_year),check,none,none,none,monsoon:check,medium,moderate,moderate,crowd_check;monsoon_check,enriched_unverified,needs_verification,low,queued_for_batch_M: infant_score=40 requires medical-access verification before treating as decision-grade
DST2-000259,v1.0,2026-05-18,heuristic_v1,weak,South India is outside Kolkata regular catchment,medium,weak,South India is outside Ranchi regular catchment,medium,45,low_medium,medium,medium,medium,access=moderate; medical=unknown; cautions=monsoon,medium,multi_leg,simple,medium,seasonal_closure,,unknown,heuristic insufficient; manual review required,unknown,Oct-Mar (verify_current_year),check,none,none,none,monsoon:check,unknown,moderate,moderate,monsoon_check,enriched_unverified,needs_verification,low,queued_for_batch_S: infant_score=45 at low_medium/medium boundary | queued_for_batch_M: heuristic insufficient; manual review required
